BaseAccession,GeneSymbolAudit,ProteinNameAudit,ReviewedStatus,GeneSymbolAuditSource,AnnotationMappingSource,In_normal_tissue,In_cancer_tissue,In_cancer_cells,In_normal_cells,Region
Q13153,PAK1,Serine/threonine-protein kinase PAK 1 (EC 2.7.11.1) (Alpha-PAK) (p21-activated kinase 1) (PAK-1) (p65-PAK),reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,TRUE,TRUE,TRUE,FALSE,normal_tissue_and_cancer_tissue_and_cancer_cells_only
Q13185,CBX3,Chromobox protein homolog 3 (HECH) (Heterochromatin protein 1 homolog gamma) (HP1 gamma) (Modifier 2 protein),reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,TRUE,TRUE,TRUE,TRUE,all_four
Q13263,TRIM28,Transcription intermediary factor 1-beta (TIF1-beta) (E3 SUMO-protein ligase TRIM28) (EC 2.3.2.27) (KRAB-associated protein 1) (KAP-1) (KRAB-interacting protein 1) (KRIP-1) (Nuclear corepressor KAP-1) (RING finger protein 96) (RING-type E3 ubiquitin transferase TIF1-beta) (Tripartite motif-containing protein 28),reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,TRUE,TRUE,TRUE,TRUE,all_four
Q13315,ATM,Serine-protein kinase ATM (EC 2.7.11.1) (Ataxia telangiectasia mutated) (A-T mutated),reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,TRUE,TRUE,TRUE,TRUE,all_four
Q13330,MTA1,Metastasis-associated protein MTA1,reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,TRUE,TRUE,TRUE,TRUE,all_four
Q13426,XRCC4,"DNA repair protein XRCC4 (hXRCC4) (X-ray repair cross-complementing protein 4) [Cleaved into: Protein XRCC4, C-terminus (XRCC4/C)]",reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,TRUE,TRUE,TRUE,TRUE,all_four
Q13469,NFATC2,"Nuclear factor of activated T-cells, cytoplasmic 2 (NF-ATc2) (NFATc2) (NFAT pre-existing subunit) (NF-ATp) (T-cell transcription factor NFAT1)",reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,TRUE,TRUE,TRUE,FALSE,normal_tissue_and_cancer_tissue_and_cancer_cells_only
Q13472,TOP3A,DNA topoisomerase 3-alpha (EC 5.6.2.1) (DNA topoisomerase III alpha),reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,TRUE,cancer_cells_and_normal_cells_only
Q13535,ATR,Serine/threonine-protein kinase ATR (EC 2.7.11.1) (Ataxia telangiectasia and Rad3-related protein) (FRAP-related protein 1),reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,TRUE,cancer_cells_and_normal_cells_only
Q13569,TDG,G/T mismatch-specific thymine DNA glycosylase (EC 3.2.2.29) (Thymine-DNA glycosylase) (hTDG),reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,FALSE,cancer_cells_only
Q13573,SNW1,SNW domain-containing protein 1 (Nuclear protein SkiP) (Nuclear receptor coactivator NCoA-62) (Ski-interacting protein),reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,TRUE,TRUE,TRUE,TRUE,all_four
Q13619,CUL4A,Cullin-4A (CUL-4A),reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,TRUE,cancer_cells_and_normal_cells_only
Q13620,CUL4B,Cullin-4B (CUL-4B),reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,TRUE,TRUE,TRUE,TRUE,all_four
Q13888,GTF2H2,General transcription factor IIH subunit 2 (Basic transcription factor 2 44 kDa subunit) (BTF2 p44) (General transcription factor IIH polypeptide 2) (TFIIH basal transcription factor complex p44 subunit),reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,FALSE,cancer_cells_only
Q13889,GTF2H3,General transcription factor IIH subunit 3 (Basic transcription factor 2 34 kDa subunit) (BTF2 p34) (General transcription factor IIH polypeptide 3) (TFIIH basal transcription factor complex p34 subunit),reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,TRUE,cancer_cells_and_normal_cells_only
Q14191,WRN,"Bifunctional 3'-5' exonuclease/ATP-dependent helicase WRN (DNA helicase, RecQ-like type 3) (RecQ protein-like 2) (Werner syndrome protein) [Includes: 3'-5' exonuclease (EC 3.1.-.-); ATP-dependent helicase (EC 5.6.2.4) (DNA 3'-5' helicase WRN)]",reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,TRUE,cancer_cells_and_normal_cells_only
Q14527,HLTF,DNA-dependent ATPase/E3 ubiquitin-protein ligase HLTF (EC 2.3.2.27) (EC 3.6.4.-) (DNA-binding protein/plasminogen activator inhibitor 1 regulator) (HIP116) (Helicase-like transcription factor) (HLTF) (RING finger protein 80) (RING-type E3 ubiquitin transferase HLTF) (SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 3) (SMARCA3) (Sucrose nonfermenting protein 2-like 3),reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,TRUE,TRUE,TRUE,TRUE,all_four
Q14566,MCM6,DNA replication licensing factor MCM6 (EC 3.6.4.12) (p105MCM),reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,TRUE,cancer_cells_and_normal_cells_only
Q14669,TRIP12,E3 ubiquitin-protein ligase TRIP12 (EC 2.3.2.26) (E3 ubiquitin-protein ligase for Arf) (ULF) (HECT-type E3 ubiquitin transferase TRIP12) (Thyroid receptor-interacting protein 12) (TR-interacting protein 12) (TRIP-12),reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,TRUE,TRUE,TRUE,TRUE,all_four
Q14676,MDC1,Mediator of DNA damage checkpoint protein 1 (Nuclear factor with BRCT domains 1),reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,TRUE,TRUE,TRUE,TRUE,all_four
Q14683,SMC1A,Structural maintenance of chromosomes protein 1A (SMC protein 1A) (SMC-1-alpha) (SMC-1A) (Sb1.8),reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,TRUE,TRUE,TRUE,TRUE,all_four
Q14686,NCOA6,"Nuclear receptor coactivator 6 (Activating signal cointegrator 2) (ASC-2) (Amplified in breast cancer protein 3) (Cancer-amplified transcriptional coactivator ASC-2) (Nuclear receptor coactivator RAP250) (NRC RAP250) (Nuclear receptor-activating protein, 250 kDa) (Peroxisome proliferator-activated receptor-interacting protein) (PPAR-interacting protein) (PRIP) (Thyroid hormone receptor-binding protein)",reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,TRUE,TRUE,TRUE,TRUE,all_four
Q14694,USP10,Ubiquitin carboxyl-terminal hydrolase 10 (EC 3.4.19.12) (Deubiquitinating enzyme 10) (Ubiquitin thioesterase 10) (Ubiquitin-specific-processing protease 10),reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,TRUE,TRUE,TRUE,TRUE,all_four
Q14807,KIF22,Kinesin-like protein KIF22 (Kinesin-like DNA-binding protein) (Kinesin-like protein 4),reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,TRUE,cancer_cells_and_normal_cells_only
Q14839,CHD4,ATP-dependent chromatin remodeler CHD4 (EC 3.6.4.-) (Chromo domain-containing protein 4) (CHD-4) (Mi-2 autoantigen 218 kDa protein) (Mi2-beta),reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,TRUE,TRUE,TRUE,TRUE,all_four
Q14997,PSME4,Proteasome activator complex subunit 4 (Proteasome activator PA200) (Protein BLM10 homolog) (Blm10) (hBlm10),reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,TRUE,cancer_cells_and_normal_cells_only
Q15004,PCLAF,PCNA-associated factor (Hepatitis C virus NS5A-transactivated protein 9) (HCV NS5A-transactivated protein 9) (Overexpressed in anaplastic thyroid carcinoma 1) (OEATC-1) (PCNA-associated factor of 15 kDa) (PAF15) (p15PAF) (PCNA-clamp-associated factor),reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,TRUE,cancer_cells_and_normal_cells_only
Q15054,POLD3,DNA polymerase delta subunit 3 (DNA polymerase delta subunit C) (DNA polymerase delta subunit p66) (DNA polymerase delta subunit p68),reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,TRUE,TRUE,TRUE,TRUE,all_four
Q15291,RBBP5,Retinoblastoma-binding protein 5 (RBBP-5) (Retinoblastoma-binding protein RBQ-3),reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,TRUE,cancer_cells_and_normal_cells_only
Q15431,SYCP1,Synaptonemal complex protein 1 (SCP-1) (Cancer/testis antigen 8) (CT8),reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,TRUE,FALSE,FALSE,FALSE,normal_tissue_only
Q15554,TERF2,Telomeric repeat-binding factor 2 (TTAGGG repeat-binding factor 2) (Telomeric DNA-binding protein),reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,TRUE,cancer_cells_and_normal_cells_only
Q15628,TRADD,Tumor necrosis factor receptor type 1-associated DEATH domain protein (TNFR1-associated DEATH domain protein) (TNFRSF1A-associated via death domain),reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,TRUE,TRUE,FALSE,FALSE,normal_tissue_and_cancer_tissue_only
Q15819,UBE2V2,Ubiquitin-conjugating enzyme E2 variant 2 (DDVit 1) (Enterocyte differentiation-associated factor 1) (EDAF-1) (Enterocyte differentiation-promoting factor 1) (EDPF-1) (MMS2 homolog) (Vitamin D3-inducible protein),reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,TRUE,TRUE,TRUE,TRUE,all_four
Q16531,DDB1,DNA damage-binding protein 1 (DDB p127 subunit) (DNA damage-binding protein a) (DDBa) (Damage-specific DNA-binding protein 1) (HBV X-associated protein 1) (XAP-1) (UV-damaged DNA-binding factor) (UV-damaged DNA-binding protein 1) (UV-DDB 1) (XPE-binding factor) (XPE-BF) (Xeroderma pigmentosum group E-complementing protein) (XPCe),reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,TRUE,TRUE,FALSE,FALSE,normal_tissue_and_cancer_tissue_only
Q16666,IFI16,Gamma-interferon-inducible protein 16 (Ifi-16) (Interferon-inducible myeloid differentiation transcriptional activator),reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,TRUE,TRUE,TRUE,TRUE,all_four
Q2TAK8,PWWP3A,PWWP domain-containing DNA repair factor 3A (PWWP3A) (Mutated melanoma-associated antigen 1) (MUM-1) (PWWP domain-containing protein MUM1) (Protein expandere),reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,TRUE,cancer_cells_and_normal_cells_only
Q2YD98,UVSSA,UV-stimulated scaffold protein A,reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,FALSE,cancer_cells_only
Q53H47,SETMAR,Histone-lysine N-methyltransferase SETMAR (SET domain and mariner transposase fusion protein) (Metnase) [Includes: Histone-lysine N-methyltransferase (EC 2.1.1.357); Transposon Hsmar1 transposase (EC 3.1.-.-)],reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,TRUE,cancer_cells_and_normal_cells_only
Q5MIZ7,PPP4R3B,Serine/threonine-protein phosphatase 4 regulatory subunit 3B (SMEK homolog 2),reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,FALSE,cancer_cells_only
Q5T890,ERCC6L2,DNA excision repair protein ERCC-6-like 2 (EC 3.6.4.-) (DNA repair and recombination protein RAD26-like) (Excision repair cross-complementation group 6-like 2),reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,TRUE,FALSE,FALSE,FALSE,normal_tissue_only
Q5TBB1,RNASEH2B,Ribonuclease H2 subunit B (RNase H2 subunit B) (Aicardi-Goutieres syndrome 2 protein) (AGS2) (Deleted in lymphocytic leukemia 8) (Ribonuclease HI subunit B),reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,TRUE,cancer_cells_and_normal_cells_only
Q5UIP0,RIF1,Telomere-associated protein RIF1 (Rap1-interacting factor 1 homolog),reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,TRUE,TRUE,TRUE,TRUE,all_four
Q68E01,INTS3,Integrator complex subunit 3 (Int3) (SOSS complex subunit A) (Sensor of single-strand DNA complex subunit A) (SOSS-A) (Sensor of ssDNA subunit A),reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,TRUE,TRUE,TRUE,TRUE,all_four
Q6IN85,PPP4R3A,Serine/threonine-protein phosphatase 4 regulatory subunit 3A (SMEK homolog 1),reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,TRUE,TRUE,TRUE,TRUE,all_four
Q6IQ49,SDE2,Splicing regulator SDE2 (Replication stress response regulator SDE2),reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,FALSE,cancer_cells_only
Q6KC79,NIPBL,Nipped-B-like protein (Delangin) (SCC2 homolog),reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,TRUE,TRUE,TRUE,TRUE,all_four
Q6NS38,ALKBH2,DNA oxidative demethylase ALKBH2 (EC 1.14.11.33) (Alkylated DNA repair protein alkB homolog 2) (Alpha-ketoglutarate-dependent dioxygenase alkB homolog 2) (Oxy DC1),reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,TRUE,cancer_cells_and_normal_cells_only
Q6NTE8,MRNIP,MRN complex-interacting protein (MRN-interacting protein),reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,FALSE,cancer_cells_only
Q6P1K8,GTF2H2C,General transcription factor IIH subunit 2-like protein (General transcription factor IIH polypeptide 2-like protein),reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,FALSE,cancer_cells_only
Q6PIW4,FIGNL1,Fidgetin-like protein 1 (EC 3.6.4.-),reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,TRUE,cancer_cells_and_normal_cells_only
Q6PJP8,DCLRE1A,DNA cross-link repair 1A protein (Beta-lactamase DCLRE1A) (EC 3.5.2.6) (SNM1 homolog A) (hSNM1) (hSNM1A),reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,FALSE,cancer_cells_only
Q6SJ93,FAM111B,Serine protease FAM111B (EC 3.4.21.-) (Cancer-associated nucleoprotein),reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,TRUE,cancer_cells_and_normal_cells_only
Q6UWZ7,ABRAXAS1,BRCA1-A complex subunit Abraxas 1 (Coiled-coil domain-containing protein 98) (Protein FAM175A),reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,TRUE,cancer_cells_and_normal_cells_only
Q6ZNA4,RNF111,E3 ubiquitin-protein ligase Arkadia (EC 2.3.2.27) (RING finger protein 111) (hRNF111) (RING-type E3 ubiquitin transferase Arkadia),reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,FALSE,cancer_cells_only
Q6ZW49,PAXIP1,PAX-interacting protein 1 (PAX transactivation activation domain-interacting protein),reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,TRUE,TRUE,TRUE,TRUE,all_four
Q70EL2,USP45,Ubiquitin carboxyl-terminal hydrolase 45 (EC 3.4.19.12) (Deubiquitinating enzyme 45) (Ubiquitin thioesterase 45) (Ubiquitin-specific-processing protease 45),reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,FALSE,cancer_cells_only
Q7L590,MCM10,Protein MCM10 homolog (HsMCM10),reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,TRUE,cancer_cells_and_normal_cells_only
Q7L7L0,H2AC25,Histone H2A type 3 (H2A-clustered histone 25),reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,TRUE,TRUE,TRUE,TRUE,all_four
Q7Z2E3,APTX,Aprataxin (EC 3.6.1.71) (EC 3.6.1.72) (Forkhead-associated domain histidine triad-like protein) (FHA-HIT),reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,TRUE,cancer_cells_and_normal_cells_only
Q7Z2Z1,TICRR,"Treslin (TopBP1-interacting checkpoint and replication regulator) (TopBP1-interacting, replication-stimulating protein)",reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,TRUE,cancer_cells_and_normal_cells_only
Q7Z333,SETX,Helicase senataxin (EC 5.6.2.3) (Amyotrophic lateral sclerosis 4 protein) (RNA:DNA and DNA:DNA 5'-3' helicase SETX) (SEN1 homolog) (Senataxin),reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,TRUE,TRUE,TRUE,TRUE,all_four
Q7Z3K3,POGZ,Pogo transposable element with ZNF domain (Suppressor of hairy wing homolog 5) (Zinc finger protein 280E) (Zinc finger protein 635),reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,TRUE,TRUE,TRUE,TRUE,all_four
Q7Z4V5,HDGFL2,Hepatoma-derived growth factor-related protein 2 (HDGF-related protein 2) (HRP-2) (Hepatoma-derived growth factor 2) (HDGF-2),reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,TRUE,TRUE,TRUE,TRUE,all_four
Q7Z6E9,RBBP6,E3 ubiquitin-protein ligase RBBP6 (EC 2.3.2.27) (Proliferation potential-related protein) (Protein P2P-R) (RING-type E3 ubiquitin transferase RBBP6) (Retinoblastoma-binding Q protein 1) (RBQ-1) (Retinoblastoma-binding protein 6) (p53-associated cellular protein of testis),reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,TRUE,TRUE,TRUE,TRUE,all_four
Q7Z6Z7,HUWE1,"E3 ubiquitin-protein ligase HUWE1 (EC 2.3.2.26) (ARF-binding protein 1) (ARF-BP1) (HECT, UBA and WWE domain-containing protein 1) (HECT-type E3 ubiquitin transferase HUWE1) (Homologous to E6AP carboxyl terminus homologous protein 9) (HectH9) (Large structure of UREB1) (LASU1) (Mcl-1 ubiquitin ligase E3) (Mule) (Upstream regulatory element-binding protein 1) (URE-B1) (URE-binding protein 1)",reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,TRUE,TRUE,TRUE,TRUE,all_four
Q7Z7L1,SLFN11,Schlafen family member 11 (EC 3.1.-.-),reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,TRUE,cancer_cells_and_normal_cells_only
Q86U44,METTL3,N(6)-adenosine-methyltransferase catalytic subunit METTL3 (EC 2.1.1.348) (Methyltransferase-like protein 3) (hMETTL3) (N(6)-adenosine-methyltransferase 70 kDa subunit) (MT-A70),reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,TRUE,TRUE,TRUE,TRUE,all_four
Q86W56,PARG,Poly(ADP-ribose) glycohydrolase (EC 3.2.1.143),reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,TRUE,cancer_cells_and_normal_cells_only
Q86WJ1,CHD1L,ATP-dependent chromatin remodeler CHD1L (EC 3.6.4.-) (Amplified in liver cancer protein 1) (Chromo domain-containing protein 1-like),reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,TRUE,TRUE,TRUE,TRUE,all_four
Q86XK3,SFR1,Swi5-dependent recombination DNA repair protein 1 homolog (Meiosis protein 5 homolog),reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,TRUE,cancer_cells_and_normal_cells_only
Q86Y07,VRK2,Serine/threonine-protein kinase VRK2 (EC 2.7.11.1) (Vaccinia-related kinase 2),reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,TRUE,cancer_cells_and_normal_cells_only
Q86Y97,KMT5C,Histone-lysine N-methyltransferase KMT5C (Lysine N-methyltransferase 5C) (Lysine-specific methyltransferase 5C) (Suppressor of variegation 4-20 homolog 2) (Su(var)4-20 homolog 2) (Suv4-20h2) ([histone H4]-N-methyl-L-lysine20 N-methyltransferase KMT5B) (EC 2.1.1.362) ([histone H4]-lysine20 N-methyltransferase KMT5B) (EC 2.1.1.361),reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,FALSE,cancer_cells_only
Q86YC2,PALB2,Partner and localizer of BRCA2,reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,FALSE,cancer_cells_only
Q8IV63,VRK3,Serine/threonine-protein kinase VRK3 (EC 2.7.11.22) (Vaccinia-related kinase 3),reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,TRUE,cancer_cells_and_normal_cells_only
Q8IX21,SLF2,SMC5-SMC6 complex localization factor protein 2 (Smc5/6 localization factor 1),reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,FALSE,FALSE,FALSE,TRUE,normal_cells_only
Q8IY18,SMC5,Structural maintenance of chromosomes protein 5 (SMC protein 5) (SMC-5) (hSMC5),reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,TRUE,TRUE,TRUE,TRUE,all_four
Q8IY92,SLX4,Structure-specific endonuclease subunit SLX4 (BTB/POZ domain-containing protein 12),reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,TRUE,cancer_cells_and_normal_cells_only
Q8IYW5,RNF168,E3 ubiquitin-protein ligase RNF168 (hRNF168) (EC 2.3.2.27) (RING finger protein 168) (RING-type E3 ubiquitin transferase RNF168),reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,FALSE,cancer_cells_only
Q8N2W9,PIAS4,E3 SUMO-protein ligase PIAS4 (EC 2.3.2.27) (PIASy) (Protein inhibitor of activated STAT protein 4) (Protein inhibitor of activated STAT protein gamma) (PIAS-gamma),reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,TRUE,cancer_cells_and_normal_cells_only
Q8N3C0,ASCC3,"Activating signal cointegrator 1 complex subunit 3 (EC 5.6.2.4) (ASC-1 complex subunit p200) (ASC1p200) (Helicase, ATP binding 1) (Trip4 complex subunit p200)",reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,TRUE,TRUE,TRUE,TRUE,all_four
Q8N594,MPND,MPN domain-containing protein (EC 3.4.-.-),reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,FALSE,cancer_cells_only
Q8N6T7,SIRT6,NAD-dependent protein deacylase sirtuin-6 (EC 2.3.1.-) (NAD-dependent protein deacetylase sirtuin-6) (EC 2.3.1.286) (Protein mono-ADP-ribosyltransferase sirtuin-6) (EC 2.4.2.-) (Regulatory protein SIR2 homolog 6) (hSIRT6) (SIR2-like protein 6),reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,TRUE,cancer_cells_and_normal_cells_only
Q8N884,CGAS,Cyclic GMP-AMP synthase (cGAMP synthase) (cGAS) (h-cGAS) (EC 2.7.7.86) (2'3'-cGAMP synthase) (Mab-21 domain-containing protein 1),reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,TRUE,cancer_cells_and_normal_cells_only
Q8N9N2,ASCC1,Activating signal cointegrator 1 complex subunit 1 (ASC-1 complex subunit p50) (Trip4 complex subunit p50),reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,FALSE,cancer_cells_only
Q8NAP3,ZBTB38,Zinc finger and BTB domain-containing protein 38,reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,TRUE,cancer_cells_and_normal_cells_only
Q8NB91,FANCB,Fanconi anemia group B protein (Protein FACB) (Fanconi anemia-associated polypeptide of 95 kDa) (FAAP95),reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,FALSE,cancer_cells_only
