LookupSymbol,CandidateSymbol,Module,Reaction,EvidenceSource,Ensembl,Entrez,UniProt,Symbol,Role,Compartment,DirectionCaveat,InclusionReason
LDHA,LDHA,L-lactate conversion,Pyruvate + NADH <-> L-lactate + NAD+,UniProt curated function,ENSG00000288299,3939,Q6ZNV1,LDHA,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: L-lactate conversion
LDHA,LDHA,L-lactate conversion,Pyruvate + NADH <-> L-lactate + NAD+,UniProt curated function,ENSG00000288299,3939,Q9UDE8,LDHA,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: L-lactate conversion
LDHA,LDHA,L-lactate conversion,Pyruvate + NADH <-> L-lactate + NAD+,UniProt curated function,ENSG00000288299,3939,Q9UDE9,LDHA,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: L-lactate conversion
LDHA,LDHA,L-lactate conversion,Pyruvate + NADH <-> L-lactate + NAD+,UniProt curated function,ENSG00000288299,3939,V9HWB9,LDHA,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: L-lactate conversion
LDHB,LDHB,L-lactate conversion,Pyruvate + NADH <-> L-lactate + NAD+,UniProt curated function,ENSG00000111716,3945,A0A3B3IS95,LDHB,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: L-lactate conversion
LDHB,LDHB,L-lactate conversion,Pyruvate + NADH <-> L-lactate + NAD+,UniProt curated function,ENSG00000111716,3945,P07195,LDHB,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: L-lactate conversion
LDHB,LDHB,L-lactate conversion,Pyruvate + NADH <-> L-lactate + NAD+,UniProt curated function,ENSG00000111716,3945,Q5U077,LDHB,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: L-lactate conversion
LDHB,LDHB,L-lactate conversion,Pyruvate + NADH <-> L-lactate + NAD+,UniProt curated function,ENSG00000111716,3945,A0A5F9ZHM4,LDHB,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: L-lactate conversion
LDHB,LDHB,L-lactate conversion,Pyruvate + NADH <-> L-lactate + NAD+,UniProt curated function,ENSG00000111716,3945,A8MW50,LDHB,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: L-lactate conversion
LDHC,LDHC,L-lactate conversion,Pyruvate + NADH <-> L-lactate + NAD+,UniProt curated function,ENSG00000166796,3948,A0A140VKA7,LDHC,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: L-lactate conversion
LDHC,LDHC,L-lactate conversion,Pyruvate + NADH <-> L-lactate + NAD+,UniProt curated function,ENSG00000166796,3948,D3DQY4,LDHC,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: L-lactate conversion
LDHC,LDHC,L-lactate conversion,Pyruvate + NADH <-> L-lactate + NAD+,UniProt curated function,ENSG00000166796,3948,D6NKH9,LDHC,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: L-lactate conversion
LDHC,LDHC,L-lactate conversion,Pyruvate + NADH <-> L-lactate + NAD+,UniProt curated function,ENSG00000166796,3948,G9BCY7,LDHC,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: L-lactate conversion
LDHC,LDHC,L-lactate conversion,Pyruvate + NADH <-> L-lactate + NAD+,UniProt curated function,ENSG00000166796,3948,G9BCY8,LDHC,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: L-lactate conversion
LDHC,LDHC,L-lactate conversion,Pyruvate + NADH <-> L-lactate + NAD+,UniProt curated function,ENSG00000166796,3948,P07864,LDHC,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: L-lactate conversion
LDHC,LDHC,L-lactate conversion,Pyruvate + NADH <-> L-lactate + NAD+,UniProt curated function,ENSG00000166796,3948,Q6GSG8,LDHC,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: L-lactate conversion
LDHC,LDHC,L-lactate conversion,Pyruvate + NADH <-> L-lactate + NAD+,UniProt curated function,ENSG00000166796,3948,Q7Z7J4,LDHC,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: L-lactate conversion
LDHD,LDHD,D-lactate and glyoxalase,Methylglyoxal detoxification; D-lactate generation or oxidation,PMID:31767537; PMID:30931947,ENSG00000166816,197257,Q86WU2,LDHD,enzyme,see frozen UniProt entry; localization not measured by RNA,D-lactate branch; do not combine with L-lactate or presume MS isomer resolution,Mechanistic candidate: D-lactate and glyoxalase
LDHD,LDHD,D-lactate and glyoxalase,Methylglyoxal detoxification; D-lactate generation or oxidation,PMID:31767537; PMID:30931947,ENSG00000166816,197257,Q8IZK5,LDHD,enzyme,see frozen UniProt entry; localization not measured by RNA,D-lactate branch; do not combine with L-lactate or presume MS isomer resolution,Mechanistic candidate: D-lactate and glyoxalase
MPC1,MPC1,Pyruvate mitochondrial entry,Pyruvate import; acetyl-CoA formation; PDH regulation,UniProt curated function; Reactome R-HSA-70268,ENSG00000060762,51660,A0A087WVZ0,MPC1,transporter,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Pyruvate mitochondrial entry
MPC1,MPC1,Pyruvate mitochondrial entry,Pyruvate import; acetyl-CoA formation; PDH regulation,UniProt curated function; Reactome R-HSA-70268,ENSG00000060762,51660,B2R5I7,MPC1,transporter,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Pyruvate mitochondrial entry
MPC1,MPC1,Pyruvate mitochondrial entry,Pyruvate import; acetyl-CoA formation; PDH regulation,UniProt curated function; Reactome R-HSA-70268,ENSG00000060762,51660,Q5TI66,MPC1,transporter,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Pyruvate mitochondrial entry
MPC1,MPC1,Pyruvate mitochondrial entry,Pyruvate import; acetyl-CoA formation; PDH regulation,UniProt curated function; Reactome R-HSA-70268,ENSG00000060762,51660,Q9HB67,MPC1,transporter,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Pyruvate mitochondrial entry
MPC1,MPC1,Pyruvate mitochondrial entry,Pyruvate import; acetyl-CoA formation; PDH regulation,UniProt curated function; Reactome R-HSA-70268,ENSG00000060762,51660,Q9UQN4,MPC1,transporter,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Pyruvate mitochondrial entry
MPC1,MPC1,Pyruvate mitochondrial entry,Pyruvate import; acetyl-CoA formation; PDH regulation,UniProt curated function; Reactome R-HSA-70268,ENSG00000060762,51660,Q9Y5U8,MPC1,transporter,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Pyruvate mitochondrial entry
MPC2,MPC2,Pyruvate mitochondrial entry,Pyruvate import; acetyl-CoA formation; PDH regulation,UniProt curated function; Reactome R-HSA-70268,ENSG00000143158,25874,A8K261,MPC2,transporter,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Pyruvate mitochondrial entry
MPC2,MPC2,Pyruvate mitochondrial entry,Pyruvate import; acetyl-CoA formation; PDH regulation,UniProt curated function; Reactome R-HSA-70268,ENSG00000143158,25874,B2R4Q7,MPC2,transporter,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Pyruvate mitochondrial entry
MPC2,MPC2,Pyruvate mitochondrial entry,Pyruvate import; acetyl-CoA formation; PDH regulation,UniProt curated function; Reactome R-HSA-70268,ENSG00000143158,25874,O95563,MPC2,transporter,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Pyruvate mitochondrial entry
MPC2,MPC2,Pyruvate mitochondrial entry,Pyruvate import; acetyl-CoA formation; PDH regulation,UniProt curated function; Reactome R-HSA-70268,ENSG00000143158,25874,Q3SXR6,MPC2,transporter,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Pyruvate mitochondrial entry
MPC2,MPC2,Pyruvate mitochondrial entry,Pyruvate import; acetyl-CoA formation; PDH regulation,UniProt curated function; Reactome R-HSA-70268,ENSG00000143158,25874,Q6FIF3,MPC2,transporter,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Pyruvate mitochondrial entry
PC,PC,Gluconeogenic branch,Pyruvate to glucose pathway: bypass enzymes; members are not equivalent,UniProt curated function; PMID:11788376,ENSG00000173599,5091,B4DN00,PC,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Gluconeogenic branch
PC,PC,Gluconeogenic branch,Pyruvate to glucose pathway: bypass enzymes; members are not equivalent,UniProt curated function; PMID:11788376,ENSG00000173599,5091,P11498,PC,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Gluconeogenic branch
PC,PC,Gluconeogenic branch,Pyruvate to glucose pathway: bypass enzymes; members are not equivalent,UniProt curated function; PMID:11788376,ENSG00000173599,5091,Q16705,PC,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Gluconeogenic branch
PCK1,PCK1,Gluconeogenic branch,Pyruvate to glucose pathway: bypass enzymes; members are not equivalent,UniProt curated function; PMID:11788376,ENSG00000124253,5105,A8K437,PCK1,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Gluconeogenic branch
PCK1,PCK1,Gluconeogenic branch,Pyruvate to glucose pathway: bypass enzymes; members are not equivalent,UniProt curated function; PMID:11788376,ENSG00000124253,5105,B4DT64,PCK1,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Gluconeogenic branch
PCK1,PCK1,Gluconeogenic branch,Pyruvate to glucose pathway: bypass enzymes; members are not equivalent,UniProt curated function; PMID:11788376,ENSG00000124253,5105,P35558,PCK1,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Gluconeogenic branch
PCK1,PCK1,Gluconeogenic branch,Pyruvate to glucose pathway: bypass enzymes; members are not equivalent,UniProt curated function; PMID:11788376,ENSG00000124253,5105,Q8TCA3,PCK1,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Gluconeogenic branch
PCK1,PCK1,Gluconeogenic branch,Pyruvate to glucose pathway: bypass enzymes; members are not equivalent,UniProt curated function; PMID:11788376,ENSG00000124253,5105,Q9UJD2,PCK1,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Gluconeogenic branch
PCK2,PCK2,Gluconeogenic branch,Pyruvate to glucose pathway: bypass enzymes; members are not equivalent,UniProt curated function; PMID:11788376,ENSG00000100889,5106,A0A0S2Z451,PCK2,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Gluconeogenic branch
PCK2,PCK2,Gluconeogenic branch,Pyruvate to glucose pathway: bypass enzymes; members are not equivalent,UniProt curated function; PMID:11788376,ENSG00000100889,5106,H0YML5,PCK2,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Gluconeogenic branch
PCK2,PCK2,Gluconeogenic branch,Pyruvate to glucose pathway: bypass enzymes; members are not equivalent,UniProt curated function; PMID:11788376,ENSG00000100889,5106,A0A0S2Z430,PCK2,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Gluconeogenic branch
PCK2,PCK2,Gluconeogenic branch,Pyruvate to glucose pathway: bypass enzymes; members are not equivalent,UniProt curated function; PMID:11788376,ENSG00000100889,5106,A0A384MTT2,PCK2,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Gluconeogenic branch
PCK2,PCK2,Gluconeogenic branch,Pyruvate to glucose pathway: bypass enzymes; members are not equivalent,UniProt curated function; PMID:11788376,ENSG00000100889,5106,B4DW73,PCK2,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Gluconeogenic branch
PCK2,PCK2,Gluconeogenic branch,Pyruvate to glucose pathway: bypass enzymes; members are not equivalent,UniProt curated function; PMID:11788376,ENSG00000100889,5106,O43253,PCK2,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Gluconeogenic branch
PCK2,PCK2,Gluconeogenic branch,Pyruvate to glucose pathway: bypass enzymes; members are not equivalent,UniProt curated function; PMID:11788376,ENSG00000100889,5106,Q16822,PCK2,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Gluconeogenic branch
PCK2,PCK2,Gluconeogenic branch,Pyruvate to glucose pathway: bypass enzymes; members are not equivalent,UniProt curated function; PMID:11788376,ENSG00000100889,5106,Q86U01,PCK2,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Gluconeogenic branch
PCK2,PCK2,Gluconeogenic branch,Pyruvate to glucose pathway: bypass enzymes; members are not equivalent,UniProt curated function; PMID:11788376,ENSG00000100889,5106,Q9BV62,PCK2,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Gluconeogenic branch
PCK2,PCK2,Gluconeogenic branch,Pyruvate to glucose pathway: bypass enzymes; members are not equivalent,UniProt curated function; PMID:11788376,ENSG00000285241,5106,A0A0S2Z451,PCK2,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Gluconeogenic branch
PCK2,PCK2,Gluconeogenic branch,Pyruvate to glucose pathway: bypass enzymes; members are not equivalent,UniProt curated function; PMID:11788376,ENSG00000285241,5106,H0YML5,PCK2,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Gluconeogenic branch
PCK2,PCK2,Gluconeogenic branch,Pyruvate to glucose pathway: bypass enzymes; members are not equivalent,UniProt curated function; PMID:11788376,ENSG00000285241,5106,A0A0S2Z430,PCK2,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Gluconeogenic branch
PCK2,PCK2,Gluconeogenic branch,Pyruvate to glucose pathway: bypass enzymes; members are not equivalent,UniProt curated function; PMID:11788376,ENSG00000285241,5106,A0A384MTT2,PCK2,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Gluconeogenic branch
PCK2,PCK2,Gluconeogenic branch,Pyruvate to glucose pathway: bypass enzymes; members are not equivalent,UniProt curated function; PMID:11788376,ENSG00000285241,5106,B4DW73,PCK2,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Gluconeogenic branch
PCK2,PCK2,Gluconeogenic branch,Pyruvate to glucose pathway: bypass enzymes; members are not equivalent,UniProt curated function; PMID:11788376,ENSG00000285241,5106,O43253,PCK2,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Gluconeogenic branch
PCK2,PCK2,Gluconeogenic branch,Pyruvate to glucose pathway: bypass enzymes; members are not equivalent,UniProt curated function; PMID:11788376,ENSG00000285241,5106,Q16822,PCK2,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Gluconeogenic branch
PCK2,PCK2,Gluconeogenic branch,Pyruvate to glucose pathway: bypass enzymes; members are not equivalent,UniProt curated function; PMID:11788376,ENSG00000285241,5106,Q86U01,PCK2,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Gluconeogenic branch
PCK2,PCK2,Gluconeogenic branch,Pyruvate to glucose pathway: bypass enzymes; members are not equivalent,UniProt curated function; PMID:11788376,ENSG00000285241,5106,Q9BV62,PCK2,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Gluconeogenic branch
PDHA1,PDHA1,Pyruvate mitochondrial entry,Pyruvate import; acetyl-CoA formation; PDH regulation,UniProt curated function; Reactome R-HSA-70268,ENSG00000131828,5160,A5YVE9,PDHA1,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Pyruvate mitochondrial entry
PDHA1,PDHA1,Pyruvate mitochondrial entry,Pyruvate import; acetyl-CoA formation; PDH regulation,UniProt curated function; Reactome R-HSA-70268,ENSG00000131828,5160,B2R5P7,PDHA1,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Pyruvate mitochondrial entry
PDHA1,PDHA1,Pyruvate mitochondrial entry,Pyruvate import; acetyl-CoA formation; PDH regulation,UniProt curated function; Reactome R-HSA-70268,ENSG00000131828,5160,B7Z3T7,PDHA1,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Pyruvate mitochondrial entry
PDHA1,PDHA1,Pyruvate mitochondrial entry,Pyruvate import; acetyl-CoA formation; PDH regulation,UniProt curated function; Reactome R-HSA-70268,ENSG00000131828,5160,B7Z3X5,PDHA1,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Pyruvate mitochondrial entry
PDHA1,PDHA1,Pyruvate mitochondrial entry,Pyruvate import; acetyl-CoA formation; PDH regulation,UniProt curated function; Reactome R-HSA-70268,ENSG00000131828,5160,P08559,PDHA1,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Pyruvate mitochondrial entry
PDHA1,PDHA1,Pyruvate mitochondrial entry,Pyruvate import; acetyl-CoA formation; PDH regulation,UniProt curated function; Reactome R-HSA-70268,ENSG00000131828,5160,Q53GE3,PDHA1,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Pyruvate mitochondrial entry
PDHA1,PDHA1,Pyruvate mitochondrial entry,Pyruvate import; acetyl-CoA formation; PDH regulation,UniProt curated function; Reactome R-HSA-70268,ENSG00000131828,5160,Q53H41,PDHA1,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Pyruvate mitochondrial entry
PDHA1,PDHA1,Pyruvate mitochondrial entry,Pyruvate import; acetyl-CoA formation; PDH regulation,UniProt curated function; Reactome R-HSA-70268,ENSG00000131828,5160,Q5JPT8,PDHA1,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Pyruvate mitochondrial entry
PDHA1,PDHA1,Pyruvate mitochondrial entry,Pyruvate import; acetyl-CoA formation; PDH regulation,UniProt curated function; Reactome R-HSA-70268,ENSG00000131828,5160,Q9NP12,PDHA1,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Pyruvate mitochondrial entry
PDHA1,PDHA1,Pyruvate mitochondrial entry,Pyruvate import; acetyl-CoA formation; PDH regulation,UniProt curated function; Reactome R-HSA-70268,ENSG00000131828,5160,Q9UBJ8,PDHA1,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Pyruvate mitochondrial entry
PDHA1,PDHA1,Pyruvate mitochondrial entry,Pyruvate import; acetyl-CoA formation; PDH regulation,UniProt curated function; Reactome R-HSA-70268,ENSG00000131828,5160,Q9UBU0,PDHA1,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Pyruvate mitochondrial entry
PDHA1,PDHA1,Pyruvate mitochondrial entry,Pyruvate import; acetyl-CoA formation; PDH regulation,UniProt curated function; Reactome R-HSA-70268,ENSG00000131828,5160,Q9UNG4,PDHA1,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Pyruvate mitochondrial entry
PDHA1,PDHA1,Pyruvate mitochondrial entry,Pyruvate import; acetyl-CoA formation; PDH regulation,UniProt curated function; Reactome R-HSA-70268,ENSG00000131828,5160,Q9UNG5,PDHA1,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Pyruvate mitochondrial entry
PDHA1,PDHA1,Pyruvate mitochondrial entry,Pyruvate import; acetyl-CoA formation; PDH regulation,UniProt curated function; Reactome R-HSA-70268,ENSG00000131828,5160,Q5JPU2,PDHA1,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Pyruvate mitochondrial entry
PDHB,PDHB,Pyruvate mitochondrial entry,Pyruvate import; acetyl-CoA formation; PDH regulation,UniProt curated function; Reactome R-HSA-70268,ENSG00000168291,5162,A0A384MDR8,PDHB,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Pyruvate mitochondrial entry
PDHB,PDHB,Pyruvate mitochondrial entry,Pyruvate import; acetyl-CoA formation; PDH regulation,UniProt curated function; Reactome R-HSA-70268,ENSG00000168291,5162,B2R7L0,PDHB,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Pyruvate mitochondrial entry
PDHB,PDHB,Pyruvate mitochondrial entry,Pyruvate import; acetyl-CoA formation; PDH regulation,UniProt curated function; Reactome R-HSA-70268,ENSG00000168291,5162,B4DDD7,PDHB,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Pyruvate mitochondrial entry
PDHB,PDHB,Pyruvate mitochondrial entry,Pyruvate import; acetyl-CoA formation; PDH regulation,UniProt curated function; Reactome R-HSA-70268,ENSG00000168291,5162,C9J634,PDHB,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Pyruvate mitochondrial entry
PDHB,PDHB,Pyruvate mitochondrial entry,Pyruvate import; acetyl-CoA formation; PDH regulation,UniProt curated function; Reactome R-HSA-70268,ENSG00000168291,5162,P11177,PDHB,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Pyruvate mitochondrial entry
PDHB,PDHB,Pyruvate mitochondrial entry,Pyruvate import; acetyl-CoA formation; PDH regulation,UniProt curated function; Reactome R-HSA-70268,ENSG00000168291,5162,Q6FH45,PDHB,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Pyruvate mitochondrial entry
PDHB,PDHB,Pyruvate mitochondrial entry,Pyruvate import; acetyl-CoA formation; PDH regulation,UniProt curated function; Reactome R-HSA-70268,ENSG00000168291,5162,Q9BQ27,PDHB,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Pyruvate mitochondrial entry
PDHB,PDHB,Pyruvate mitochondrial entry,Pyruvate import; acetyl-CoA formation; PDH regulation,UniProt curated function; Reactome R-HSA-70268,ENSG00000168291,5162,Q9UFK3,PDHB,enzyme,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Pyruvate mitochondrial entry
PDK1,PDK1,Pyruvate mitochondrial entry,Pyruvate import; acetyl-CoA formation; PDH regulation,UniProt curated function; Reactome R-HSA-70268,ENSG00000152256,5163,Q53R49,PDK1,PDH regulator,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Pyruvate mitochondrial entry
PDK1,PDK1,Pyruvate mitochondrial entry,Pyruvate import; acetyl-CoA formation; PDH regulation,UniProt curated function; Reactome R-HSA-70268,ENSG00000152256,5163,B2R6T1,PDK1,PDH regulator,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Pyruvate mitochondrial entry
PDK1,PDK1,Pyruvate mitochondrial entry,Pyruvate import; acetyl-CoA formation; PDH regulation,UniProt curated function; Reactome R-HSA-70268,ENSG00000152256,5163,B7Z937,PDK1,PDH regulator,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Pyruvate mitochondrial entry
PDK1,PDK1,Pyruvate mitochondrial entry,Pyruvate import; acetyl-CoA formation; PDH regulation,UniProt curated function; Reactome R-HSA-70268,ENSG00000152256,5163,D3DPD8,PDK1,PDH regulator,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Pyruvate mitochondrial entry
PDK1,PDK1,Pyruvate mitochondrial entry,Pyruvate import; acetyl-CoA formation; PDH regulation,UniProt curated function; Reactome R-HSA-70268,ENSG00000152256,5163,E9PD65,PDK1,PDH regulator,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Pyruvate mitochondrial entry
PDK1,PDK1,Pyruvate mitochondrial entry,Pyruvate import; acetyl-CoA formation; PDH regulation,UniProt curated function; Reactome R-HSA-70268,ENSG00000152256,5163,Q15118,PDK1,PDH regulator,see frozen UniProt entry; localization not measured by RNA,"Expression does not measure reaction rate, net direction or metabolite concentration",Mechanistic candidate: Pyruvate mitochondrial entry
